Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"IL32","Interleukin 32","Protein Coding","38","GC16P008952","0.876805305480957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL32"
"TPI1","Triosephosphate Isomerase 1","Protein Coding","46","GC12P017495","0.875478267669678","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPI1"
"GPRC5C","G Protein-Coupled Receptor Class C Group 5 Member C","Protein Coding","37","GC17P074424","0.874547243118286","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPRC5C"
"GARS1","Glycyl-TRNA Synthetase 1","Protein Coding","36","GC07P030580","0.873739838600159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GARS1"
"MIR181B2","MicroRNA 181b-2","RNA Gene","19","GC09P124693","0.872929334640503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181B2"
"TNFRSF10B","TNF Receptor Superfamily Member 10b","Protein Coding","49","GC08M023020","0.872512757778168","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF10B"
"RPS16","Ribosomal Protein S16","Protein Coding","40","GC19M039433","0.872176170349121","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS16"
"CTBP2","C-Terminal Binding Protein 2","Protein Coding","44","GC10M124984","0.871763229370117","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTBP2"
"RBL1","RB Transcriptional Corepressor Like 1","Protein Coding","41","GC20M036996","0.871763229370117","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBL1"
"TNFSF8","TNF Superfamily Member 8","Protein Coding","36","GC09M114893","0.870649337768555","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF8"
"HSPH1","Heat Shock Protein Family H (Hsp110) Member 1","Protein Coding","41","GC13M031134","0.869100034236908","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPH1"
"RREB1","Ras Responsive Element Binding Protein 1","Protein Coding","42","GC06P007107","0.86837774515152","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RREB1"
"PLA2G10","Phospholipase A2 Group X","Protein Coding","42","GC16M014672","0.86837774515152","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G10"
"RNASEL","Ribonuclease L","Protein Coding","44","GC01M182573","0.867771625518799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEL"
"HUWE1","HECT, UBA And WWE Domain Containing E3 Ubiquitin Protein Ligase 1","Protein Coding","43","GC0XM053532","0.866861760616302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HUWE1"
"RHOC","Ras Homolog Family Member C","Protein Coding","41","GC01M112701","0.86650013923645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOC"
"KDSR","3-Ketodihydrosphingosine Reductase","Protein Coding","40","GC18M063327","0.865961074829102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDSR"
"NMU","Neuromedin U","Protein Coding","39","GC04M055595","0.865879654884338","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMU"
"MCM4","Minichromosome Maintenance Complex Component 4","Protein Coding","46","GC08P047965","0.865544676780701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM4"
"ABCC2","ATP Binding Cassette Subfamily C Member 2","Protein Coding","48","GC10P099782","0.865293860435486","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC2"
"CLCN5","Chloride Voltage-Gated Channel 5","Protein Coding","42","GC0XP049922","0.863862633705139","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN5"
"TMPRSS2","Transmembrane Serine Protease 2","Protein Coding","45","GC21M041464","0.863073110580444","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS2"
"CBX8","Chromobox 8","Protein Coding","37","GC17M079794","0.863073110580444","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX8"
"GALP","Galanin Like Peptide","Protein Coding","33","GC19P056176","0.862067222595215","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALP"
"PHKA1","Phosphorylase Kinase Regulatory Subunit Alpha 1","Protein Coding","42","GC0XM072578","0.861566543579102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHKA1"
"BIRC2","Baculoviral IAP Repeat Containing 2","Protein Coding","44","GC11P102347","0.860710442066193","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC2"
"CENPA","Centromere Protein A","Protein Coding","38","GC02P026765","0.860291242599487","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPA"
"ETV7","ETS Variant Transcription Factor 7","Protein Coding","35","GC06M059208","0.860291242599487","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETV7"
"UBE2V1","Ubiquitin Conjugating Enzyme E2 V1","Protein Coding","41","GC20M050082","0.86012065410614","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2V1"
"HOXB9","Homeobox B9","Protein Coding","40","GC17M048621","0.860109686851501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXB9"
"RSF1","Remodeling And Spacing Factor 1","Protein Coding","35","GC11M082717","0.860109686851501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSF1"
"MIRLET7G","MicroRNA Let-7g","RNA Gene","20","GC03M052268","0.860109686851501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7G"
"MTDH","Metadherin","Protein Coding","40","GC08P097643","0.858860969543457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTDH"
"PAIP1","Poly(A) Binding Protein Interacting Protein 1","Protein Coding","37","GC05M043526","0.857541561126709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAIP1"
"MIR340","MicroRNA 340","RNA Gene","19","GC05M180015","0.857541561126709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR340"
"TRAF1","TNF Receptor Associated Factor 1","Protein Coding","41","GC09M120902","0.85749614238739","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF1"
"CTSH","Cathepsin H","Protein Coding","46","GC15M078945","0.857108235359192","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSH"
"CUX1","Cut Like Homeobox 1","Protein Coding","44","GC07P101815","0.856175661087036","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUX1"
"VAPA","VAMP Associated Protein A","Protein Coding","42","GC18P009904","0.85593980550766","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAPA"
"CHRM1","Cholinergic Receptor Muscarinic 1","Protein Coding","45","GC11M082147","0.854580998420715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM1"
"CYP51A1","Cytochrome P450 Family 51 Subfamily A Member 1","Protein Coding","43","GC07M092112","0.853871703147888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP51A1"
"KLF2","Kruppel Like Factor 2","Protein Coding","40","GC19P034755","0.853871703147888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF2"
"KLF3","Kruppel Like Factor 3","Protein Coding","38","GC04P038668","0.853871703147888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF3"
"ASNS","Asparagine Synthetase (Glutamine-Hydrolyzing)","Protein Coding","46","GC07M097854","0.853119611740112","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASNS"
"PSME4","Proteasome Activator Subunit 4","Protein Coding","39","GC02M053864","0.852957248687744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME4"
"LAMTOR3","Late Endosomal/Lysosomal Adaptor, MAPK And MTOR Activator 3","Protein Coding","38","GC04M099878","0.852957248687744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMTOR3"
"LAMTOR5","Late Endosomal/Lysosomal Adaptor, MAPK And MTOR Activator 5","Protein Coding","35","GC01M110401","0.852957248687744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMTOR5"
"SHMT2","Serine Hydroxymethyltransferase 2","Protein Coding","45","GC12P057229","0.852667450904846","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHMT2"
"PIK3AP1","Phosphoinositide-3-Kinase Adaptor Protein 1","Protein Coding","39","GC10M096593","0.850597321987152","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3AP1"
"PPAT","Phosphoribosyl Pyrophosphate Amidotransferase","Protein Coding","43","GC04M056393","0.850324034690857","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPAT"
"AK1","Adenylate Kinase 1","Protein Coding","46","GC09M127866","0.849023282527924","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AK1"
"SLC20A1","Solute Carrier Family 20 Member 1","Protein Coding","44","GC02P119859","0.849023282527924","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC20A1"
"ITGA3","Integrin Subunit Alpha 3","Protein Coding","47","GC17P050055","0.848882734775543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA3"
"CLDN1","Claudin 1","Protein Coding","46","GC03M190305","0.848593831062317","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN1"
"CD3D","CD3d Molecule","Protein Coding","46","GC11M118338","0.846289455890656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD3D"
"SLC18A3","Solute Carrier Family 18 Member A3","Protein Coding","43","GC10P049610","0.843589186668396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC18A3"
"LINC00261","Long Intergenic Non-Protein Coding RNA 261","RNA Gene","19","GC20M022547","0.84315037727356","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00261"
"ATP8A2","ATPase Phospholipid Transporting 8A2","Protein Coding","40","GC13P025373","0.842899858951569","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP8A2"
"CITED2","Cbp/P300 Interacting Transactivator With Glu/Asp Rich Carboxy-Terminal Domain 2","Protein Coding","42","GC06M139371","0.842166781425476","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CITED2"
"H2BC17","H2B Clustered Histone 17","Protein Coding","25","GC06P073222","0.842095017433167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2BC17"
"OMP","Olfactory Marker Protein","Protein Coding","36","GC11P077102","0.841994404792786","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OMP"
"MAP3K12","Mitogen-Activated Protein Kinase Kinase Kinase 12","Protein Coding","44","GC12M053479","0.841546237468719","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K12"
"GABRB1","Gamma-Aminobutyric Acid Type A Receptor Subunit Beta1","Protein Coding","45","GC04P046949","0.840182721614838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRB1"
"GMNN","Geminin DNA Replication Inhibitor","Protein Coding","44","GC06P024779","0.838163912296295","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMNN"
"AUTS2","Activator Of Transcription And Developmental Regulator AUTS2","Protein Coding","40","GC07P069598","0.836176872253418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AUTS2"
"BIRC3","Baculoviral IAP Repeat Containing 3","Protein Coding","45","GC11P102317","0.835955321788788","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC3"
"DCP1B","Decapping MRNA 1B","Protein Coding","36","GC12M001941","0.835626125335693","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCP1B"
"LRSAM1","Leucine Rich Repeat And Sterile Alpha Motif Containing 1","Protein Coding","39","GC09P127451","0.835506021976471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRSAM1"
"SLC16A7","Solute Carrier Family 16 Member 7","Protein Coding","42","GC12P059596","0.835270345211029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A7"
"STC2","Stanniocalcin 2","Protein Coding","41","GC05M173314","0.834908723831177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STC2"
"WWTR1","WW Domain Containing Transcription Regulator 1","Protein Coding","40","GC03M149517","0.834851145744324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWTR1"
"BHLHE40","Basic Helix-Loop-Helix Family Member E40","Protein Coding","40","GC03P004980","0.834731101989746","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHLHE40"
"DUT","Deoxyuridine Triphosphatase","Protein Coding","42","GC15P048331","0.834626734256744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUT"
"ZNRF4","Zinc And Ring Finger 4","Protein Coding","29","GC19P005455","0.834626734256744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNRF4"
"SGPL1","Sphingosine-1-Phosphate Lyase 1","Protein Coding","44","GC10P070815","0.83420991897583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGPL1"
"GOSR2","Golgi SNAP Receptor Complex Member 2","Protein Coding","42","GC17P049035","0.832345008850098","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOSR2"
"NUCB1","Nucleobindin 1","Protein Coding","39","GC19P048900","0.832327485084534","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUCB1"
"ATP5PF","ATP Synthase Peripheral Stalk Subunit F6","Protein Coding","32","GC21M025845","0.832327485084534","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5PF"
"MASP2","MBL Associated Serine Protease 2","Protein Coding","45","GC01M011026","0.832203984260559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MASP2"
"ELF5","E74 Like ETS Transcription Factor 5","Protein Coding","37","GC11M034500","0.831560730934143","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELF5"
"PROK2","Prokineticin 2","Protein Coding","43","GC03M071771","0.830916941165924","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROK2"
"CYP3A7","Cytochrome P450 Family 3 Subfamily A Member 7","Protein Coding","42","GC07M099705","0.83054119348526","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A7"
"PCCA","Propionyl-CoA Carboxylase Subunit Alpha","Protein Coding","46","GC13P100089","0.829983234405518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCCA"
"IRF9","Interferon Regulatory Factor 9","Protein Coding","43","GC14P024161","0.829965710639954","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF9"
"GOLPH3","Golgi Phosphoprotein 3","Protein Coding","38","GC05M032124","0.829965710639954","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLPH3"
"SLC27A5","Solute Carrier Family 27 Member 5","Protein Coding","41","GC19M058479","0.829659581184387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A5"
"ZRANB3","Zinc Finger RANBP2-Type Containing 3","Protein Coding","35","GC02M135136","0.829399824142456","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZRANB3"
"ZBTB7A","Zinc Finger And BTB Domain Containing 7A","Protein Coding","37","GC19M004204","0.829266846179962","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB7A"
"JAG1","Jagged Canonical Notch Ligand 1","Protein Coding","49","GC20M010637","0.828942000865936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAG1"
"NAGA","Alpha-N-Acetylgalactosaminidase","Protein Coding","44","GC22M042058","0.82810366153717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGA"
"RAD23A","RAD23 Homolog A, Nucleotide Excision Repair Protein","Protein Coding","41","GC19P013451","0.827208161354065","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD23A"
"SDC4","Syndecan 4","Protein Coding","43","GC20M045325","0.827183842658997","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC4"
"NSD2","Nuclear Receptor Binding SET Domain Protein 2","Protein Coding","35","GC04P001872","0.827183842658997","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSD2"
"BNIP3","BCL2 Interacting Protein 3","Protein Coding","41","GC10M131966","0.825504839420319","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNIP3"
"HMGCL","3-Hydroxy-3-Methylglutaryl-CoA Lyase","Protein Coding","45","GC01M023801","0.824357330799103","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCL"
"ZEB2","Zinc Finger E-Box Binding Homeobox 2","Protein Coding","46","GC02M144384","0.824212551116943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZEB2"
"MIR338","MicroRNA 338","RNA Gene","19","GC17M081126","0.823667109012604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR338"
"MKI67","Marker Of Proliferation Ki-67","Protein Coding","44","GC10M128096","0.823569059371948","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKI67"
"NOG","Noggin","Protein Coding","46","GC17P056593","0.823108851909637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOG"
"WDR4","WD Repeat Domain 4","Protein Coding","38","GC21M042843","0.821916818618774","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR4"
"GRIN2D","Glutamate Ionotropic Receptor NMDA Type Subunit 2D","Protein Coding","48","GC19P050737","0.82170170545578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2D"
"PREP","Prolyl Endopeptidase","Protein Coding","41","GC06M105277","0.820532977581024","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PREP"
"AHSA1","Activator Of HSP90 ATPase Activity 1","Protein Coding","38","GC14P077457","0.818849682807922","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSA1"
"IL13RA1","Interleukin 13 Receptor Subunit Alpha 1","Protein Coding","41","GC0XP118727","0.818535923957825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13RA1"
"C1D","C1D Nuclear Receptor Corepressor","Protein Coding","38","GC02M068041","0.818463385105133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1D"
"EDAR","Ectodysplasin A Receptor","Protein Coding","41","GC02M108894","0.816615343093872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDAR"
"SLCO2B1","Solute Carrier Organic Anion Transporter Family Member 2B1","Protein Coding","44","GC11P077265","0.816253125667572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO2B1"
"ESYT2","Extended Synaptotagmin 2","Protein Coding","35","GC07M158730","0.816253125667572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESYT2"
"RBMS3","RNA Binding Motif Single Stranded Interacting Protein 3","Protein Coding","36","GC03P028575","0.8154416680336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBMS3"
"KMT2C","Lysine Methyltransferase 2C","Protein Coding","41","GC07M152134","0.815228343009949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2C"
"LTA4H","Leukotriene A4 Hydrolase","Protein Coding","45","GC12M096000","0.813427925109863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTA4H"
"MAN2A1","Mannosidase Alpha Class 2A Member 1","Protein Coding","42","GC05P109689","0.813225984573364","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN2A1"
"NPTX2","Neuronal Pentraxin 2","Protein Coding","40","GC07P098620","0.811980187892914","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPTX2"
"UBE2O","Ubiquitin Conjugating Enzyme E2 O","Protein Coding","39","GC17M076389","0.811374068260193","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2O"
"FZR1","Fizzy And Cell Division Cycle 20 Related 1","Protein Coding","41","GC19P003506","0.811241269111633","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZR1"
"SERPING1","Serpin Family G Member 1","Protein Coding","46","GC11P057597","0.810921490192413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPING1"
"IGES","Immunoglobulin E Concentration, Serum","Genetic Locus","4","GC05U990033","0.810549736022949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGES"
"DVL1","Dishevelled Segment Polarity Protein 1","Protein Coding","46","GC01M001335","0.810042977333069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DVL1"
"VIPR2","Vasoactive Intestinal Peptide Receptor 2","Protein Coding","44","GC07M159028","0.810042977333069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIPR2"
"DNAJB1","DnaJ Heat Shock Protein Family (Hsp40) Member B1","Protein Coding","42","GC19M014514","0.809898376464844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB1"
"CYP11B1","Cytochrome P450 Family 11 Subfamily B Member 1","Protein Coding","48","GC08M142872","0.809360265731812","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP11B1"
"ATF7","Activating Transcription Factor 7","Protein Coding","40","GC12M053527","0.809345364570618","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF7"
"FCER2","Fc Epsilon Receptor II","Protein Coding","43","GC19M007689","0.809215784072876","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCER2"
"ATP6V1H","ATPase H+ Transporting V1 Subunit H","Protein Coding","40","GC08M053715","0.808984041213989","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1H"
"MIR106A","MicroRNA 106a","RNA Gene","20","GC0XM134219","0.808929681777954","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR106A"
"PAQR6","Progestin And AdipoQ Receptor Family Member 6","Protein Coding","32","GC01M156243","0.807973146438599","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAQR6"
"CRHR1","Corticotropin Releasing Hormone Receptor 1","Protein Coding","44","GC17P045784","0.807950139045715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRHR1"
"FH","Fumarate Hydratase","Protein Coding","45","GC01M241499","0.807217836380005","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FH"
"SLC22A5","Solute Carrier Family 22 Member 5","Protein Coding","46","GC05P132369","0.807041049003601","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A5"
"HAO1","Hydroxyacid Oxidase 1","Protein Coding","41","GC20M007883","0.807041049003601","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAO1"
"MYO9B","Myosin IXB","Protein Coding","44","GC19P034775","0.80655574798584","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO9B"
"MBOAT4","Membrane Bound O-Acyltransferase Domain Containing 4","Protein Coding","30","GC08M030131","0.806075751781464","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBOAT4"
"RPS23","Ribosomal Protein S23","Protein Coding","41","GC05M082273","0.806054353713989","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS23"
"CD22","CD22 Molecule","Protein Coding","45","GC19P035319","0.806004106998444","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD22"
"CD247","CD247 Molecule","Protein Coding","48","GC01M167399","0.80542254447937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD247"
"TNFSF14","TNF Superfamily Member 14","Protein Coding","41","GC19M006663","0.804621815681458","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF14"
"SLC30A2","Solute Carrier Family 30 Member 2","Protein Coding","42","GC01M026048","0.802540481090546","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A2"
"CD52","CD52 Molecule","Protein Coding","36","GC01P026317","0.801691055297852","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD52"
"FECH","Ferrochelatase","Protein Coding","45","GC18M057544","0.79981529712677","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FECH"
"ANKAR","Ankyrin And Armadillo Repeat Containing","Protein Coding","32","GC02P189674","0.79981529712677","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKAR"
"BCL10","BCL10 Immune Signaling Adaptor","Protein Coding","43","GC01M085265","0.798773050308228","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL10"
"CHRM4","Cholinergic Receptor Muscarinic 4","Protein Coding","45","GC11M081872","0.797019600868225","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM4"
"COX4I2","Cytochrome C Oxidase Subunit 4I2","Protein Coding","41","GC20P031637","0.795834600925446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX4I2"
"MIR103B1","MicroRNA 103b-1","RNA Gene","9","GC05P168560","0.795834600925446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR103B1"
"RBM14","RNA Binding Motif Protein 14","Protein Coding","36","GC11P068608","0.795580506324768","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM14"
"THRAP3","Thyroid Hormone Receptor Associated Protein 3","Protein Coding","38","GC01P036224","0.794607996940613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THRAP3"
"MBD1","Methyl-CpG Binding Domain Protein 1","Protein Coding","40","GC18M050266","0.792712688446045","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBD1"
"C4BPA","Complement Component 4 Binding Protein Alpha","Protein Coding","41","GC01P207105","0.79072105884552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4BPA"
"PAX5","Paired Box 5","Protein Coding","46","GC09M036828","0.790669560432434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX5"
"WWOX","WW Domain Containing Oxidoreductase","Protein Coding","46","GC16P078099","0.790427982807159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWOX"
"TNMD","Tenomodulin","Protein Coding","33","GC0XP100584","0.788611173629761","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNMD"
"CSF2RB","Colony Stimulating Factor 2 Receptor Subunit Beta","Protein Coding","47","GC22P036913","0.788235068321228","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF2RB"
"POU2F3","POU Class 2 Homeobox 3","Protein Coding","37","GC11P120236","0.788185656070709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU2F3"
"PTPRT","Protein Tyrosine Phosphatase Receptor Type T","Protein Coding","43","GC20M042072","0.787670016288757","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRT"
"INVS","Inversin","Protein Coding","43","GC09P100099","0.787622034549713","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INVS"
"CDKL5","Cyclin Dependent Kinase Like 5","Protein Coding","42","GC0XP018425","0.787622034549713","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKL5"
"FCAR","Fc Alpha Receptor","Protein Coding","41","GC19P061122","0.785355985164642","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCAR"
"SLC39A4","Solute Carrier Family 39 Member 4","Protein Coding","42","GC08M144409","0.785060346126556","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A4"
"HNF1A-AS1","HNF1A Antisense RNA 1","RNA Gene","19","GC12M121926","0.784871995449066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1A-AS1"
"KDM6B","Lysine Demethylase 6B","Protein Coding","42","GC17P007834","0.784035623073578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM6B"
"BMI1","BMI1 Proto-Oncogene, Polycomb Ring Finger","Protein Coding","42","GC10P022326","0.784003019332886","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMI1"
"PTGFR","Prostaglandin F Receptor","Protein Coding","44","GC01P078303","0.78355073928833","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGFR"
"ENG","Endoglin","Protein Coding","46","GC09M127815","0.782705128192902","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENG"
"CIT","Citron Rho-Interacting Serine/Threonine Kinase","Protein Coding","46","GC12M119650","0.782278537750244","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIT"
"GALC","Galactosylceramidase","Protein Coding","44","GC14M087837","0.781813681125641","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALC"
"YES1","YES Proto-Oncogene 1, Src Family Tyrosine Kinase","Protein Coding","47","GC18M000721","0.780965983867645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YES1"
"STK4","Serine/Threonine Kinase 4","Protein Coding","48","GC20P044966","0.780234456062317","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK4"
"ADAMTS4","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 4","Protein Coding","44","GC01M161184","0.780118584632874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS4"
